Geneid	SRR2932702_1.bam	SRR2932703_1.bam	SRR2932704_1.bam	SRR2932705_1.bam	SRR2932706_1.bam	SRR2932707_1.bam
Gm13366	0	0	0	0	0	0
Gm13365	0	0	0	0	1	0
Gm13368	0	0	0	0	0	0
Malrd1	99	102	108	100	79	143
Gm37595	0	0	0	0	0	0
Gm6587	0	0	0	0	0	0
Gm37416	16	21	12	15	12	12
Plxdc2	7	10	4	5	6	7
Gm24933	0	0	0	0	0	0
Gm13326	0	0	0	1	0	0
Gm13325	0	0	0	0	0	0
Gm13322	0	0	0	0	0	0
Nebl	20	22	17	56	66	72
Gm13324	0	0	0	0	0	0
Mir6419	0	0	0	0	0	0
Gm13323	0	0	0	0	0	0
H2al2a	0	0	0	0	0	0
Gm13329	0	0	0	0	0	0
A930004D18Rik	13	23	21	11	19	8
Gm13330	0	1	0	0	0	0
Skida1	5	8	9	8	3	8
1810059C17Rik	1	3	2	0	8	3
Mllt10	518	608	703	520	455	654
Mir7655	0	0	0	0	0	0
Gm23638	0	0	0	0	1	2
Gm25147	0	0	0	0	0	0
Gm13351	2	1	1	0	3	1
Dnajc1	512	599	694	582	532	668
Gm13350	0	0	0	0	0	0
Gm13349	0	0	0	0	0	0
Gm13353	0	0	0	0	0	0
Gm13355	0	0	0	0	0	0
Gm13352	0	0	0	0	0	0
Commd3	286	335	319	452	272	333
Bmi1	266	240	256	191	144	180
Spag6	1	0	2	0	1	0
Gm20539	3	3	1	2	1	2
Gm13333	0	0	0	0	0	0
Carlr	0	0	0	0	0	0
Pip4k2a	46	68	54	63	48	69
4930426L09Rik	0	0	1	1	0	0
Gm13332	0	0	0	0	0	0
Armc3	2	2	0	2	1	1
4930447M23Rik	0	0	0	0	0	0
Msrb2	136	142	137	164	177	200
Gm33940	0	0	0	0	0	0
Gm13344	0	0	0	0	0	0
Ptf1aos	0	0	0	0	0	0
Ptf1a	0	0	0	0	0	0
1810010K12Rik	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0
Gm13345	0	0	0	0	0	0
Gm13348	0	0	0	0	0	0
Gm13343	0	0	0	0	0	0
Otud1	24	19	21	52	30	47
Gm13346	0	0	0	0	0	0
Gm13347	0	0	0	0	0	0
Gm24670	0	0	0	0	0	0
Gm44457	0	0	0	0	0	0
Etl4	132	113	167	134	122	190
Gm25859	0	0	0	0	0	0
Gm13361	0	0	0	0	0	0
Gm13363	0	0	0	0	0	0
Gm13360	0	0	0	0	0	0
Gm13328	0	2	4	0	0	2
Gm23970	0	0	0	0	0	0
Gm17171	0	0	0	0	0	0
Gm13335	0	0	0	0	0	0
Gm27446	0	0	0	0	0	0
Gm13362	5	3	4	3	0	3
Arhgap21	961	1167	540	495	426	608
Gm13380	0	0	0	0	0	0
Gm13375	8	19	3	17	24	26
Gm13377	3	3	3	1	2	9
Gm13376	1	2	1	2	1	2
Gm25368	0	0	0	0	0	0
Enkur	1	4	4	1	4	8
Gm23007	0	0	0	0	0	0
Thnsl1	24	39	46	39	51	53
Gm13378	0	0	0	0	0	0
Gm13327	0	0	1	1	0	0
Gpr158	1	1	1	3	0	0
Gm13379	0	0	0	0	0	0
Gm24886	0	0	0	0	0	0
Gm13337	0	0	0	0	0	0
Myo3a	492	612	568	383	279	578
Gm13342	0	1	1	0	0	1
Gm13341	9	7	10	5	19	15
Gm13340	376	576	513	273	216	419
Gm13339	11	5	6	13	11	9
Gad2	0	0	0	3	0	0
Mir3967	0	0	0	0	0	0
Gm23636	0	0	0	0	0	0
Gm13338	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0
Gm13356	0	0	0	0	0	0
Apbb1ip	15	24	23	26	18	24
A130006I12Rik	2	2	2	2	1	2
Pdss1	50	41	52	41	46	70
Gm25544	0	0	0	0	0	0
Gm14441	0	0	1	0	0	0
Abi1	586	622	680	617	637	956
Gm13357	0	0	0	0	0	0
Acbd5	3453	2667	4143	3011	1823	2856
Mastl	59	58	50	42	23	45
Yme1l1	893	736	990	765	524	745
Gm13423	1	0	4	1	2	2
4931423N10Rik	0	0	1	1	2	0
Gm13422	0	0	0	0	0	0
Nxph2	0	0	0	0	0	0
Gm38309	3	1	4	8	5	13
Spopl	134	120	153	124	75	113
Gm13331	17	17	21	14	3	15
Sh3d2c-ps1	0	0	0	0	0	0
Gm26323	0	0	0	0	0	0
Gm13392	1	1	0	0	1	0
Hnmt	111	127	105	337	197	329
Tbpl2	1	0	0	0	0	0
Il1f8	0	0	0	0	0	0
Gm13410	1	0	1	1	0	0
Il1f9	1	1	0	1	0	0
Il1f6	0	0	0	0	0	0
Gm37703	0	0	0	0	0	0
Gm13409	0	0	0	0	0	0
Il1f5	0	0	0	0	0	0
Il1f10	0	0	0	0	0	0
Gm13411	0	0	0	0	0	0
Il1rn	36	56	81	56	72	85
Psd4	45	58	47	77	56	94
Pax8	3	1	0	5	2	3
Gm13415	1	3	2	5	4	2
Gm27193	0	0	0	0	0	0
Gm13418	0	1	0	0	0	0
Gm13417	0	0	0	0	0	0
Gm38383	0	0	0	0	0	0
Gm13416	4	5	2	4	3	2
Gm25455	0	0	0	0	0	0
Cacna1b	0	0	0	7	0	0
Gm13459	0	0	0	0	0	0
Ehmt1	482	618	546	505	428	577
Gm38147	0	0	0	0	0	0
Gm37139	0	0	0	0	0	0
Arrdc1	24	37	31	39	46	51
Gm22875	0	0	0	0	0	0
Zmynd19	69	61	72	81	75	75
Dph7	39	61	51	70	54	55
Mrpl41	92	91	91	204	198	160
Pnpla7	1684	1595	1840	1315	1004	1020
Gm13370	0	0	0	0	0	0
Gm13369	0	1	1	0	3	0
Gm25518	0	1	0	1	1	0
Gm24875	0	0	0	0	0	0
Nsmf	1427	1634	1313	1106	952	1170
Gm24328	1	0	0	0	0	0
Mir7664	0	0	0	0	0	0
Entpd8	1516	2466	1912	1783	1672	1946
Noxa1	19	24	15	23	19	30
Gm13387	8	17	12	10	9	12
Nrarp	6	18	12	9	13	14
Gm38287	11	23	10	14	10	22
Tor4a	46	61	46	42	39	52
Nelfb	339	369	351	364	305	346
Gm22572	1	1	3	0	0	4
Stpg3	3	0	0	0	0	0
Fam166a	23	33	20	61	75	50
Tubb4b	728	619	582	1095	926	968
Slc34a3	0	0	0	0	0	0
Rnf224	2	0	0	0	0	0
Cysrt1	1	1	0	0	0	1
Rnf208	1	0	1	3	3	0
AL732309.1	0	0	0	0	0	0
Ndor1	54	63	34	96	81	74
AL732309.2	0	0	0	0	0	0
Tmem203	66	70	35	124	85	76
Tprn	34	51	30	33	35	55
Ssna1	72	104	82	109	131	130
Anapc2	477	506	511	544	495	616
Tmem210	0	0	0	0	0	0
Lrrc26	0	0	0	1	0	0
Grin1	1	1	0	4	0	0
Grin1os	0	0	0	4	1	0
AA543186	9	12	14	11	19	12
Man1b1	356	353	388	313	278	359
Gm25220	0	0	0	0	0	0
Dpp7	104	166	132	230	279	311
Uap1l1	25	47	28	172	235	305
Sapcd2	0	1	1	0	1	1
Entpd2	13	14	17	25	26	39
Npdc1	25	47	25	37	40	71
Fut7	0	0	1	2	0	5
Abca2	447	448	444	350	230	354
Mir3087	0	0	0	0	0	0
Paxx	61	64	83	97	79	64
Clic3	7	12	5	9	2	1
Ptgds	0	3	0	3	0	1
Lcn12	6	3	5	4	1	5
C8g	1733	2286	1668	3113	3175	2563
Fbxw5	349	423	355	405	352	420
Traf2	129	164	112	149	117	197
Gm13433	0	1	0	0	0	0
Gm13432	0	0	0	0	0	0
Edf1	452	562	510	1069	1282	1120
Mamdc4	25	27	30	23	23	32
Phpt1	0	0	1	1	0	0
Gm996	2	2	0	1	2	5
Gm26702	2	1	1	1	0	3
Rabl6	242	272	272	274	257	326
Fcnaos	263	366	319	312	279	260
Ccdc183	4	11	4	3	3	3
Tmem141	43	45	47	62	76	71
Fcna	217	288	226	241	232	156
Lcn8	2	2	3	4	5	5
Lcn5	0	0	0	0	2	0
Lcn6	1	0	0	0	0	0
Lcn10	0	0	0	0	0	0
Obp2a	1	1	0	5	1	0
A230005M16Rik	6	24	16	32	43	35
Bmyc	9	14	14	36	43	35
Obp2b	0	0	0	0	0	0
Lcn3	0	0	0	0	0	0
Lcn11	0	0	0	0	0	0
Gm13539	0	0	0	0	0	0
Gm13538	0	0	0	0	0	0
Glt6d1	0	0	1	0	0	0
Lcn9	0	0	0	0	0	1
Sohlh1	0	0	0	0	0	0
Kcnt1	3	2	0	10	1	2
Camsap1	172	174	147	108	95	154
Gm13542	0	0	0	1	0	0
Ubac1	199	244	264	224	176	222
Nacc2	315	293	287	300	232	319
Gm13554	31	30	45	25	28	55
Tmem250-ps	620	800	608	866	718	695
1810012K08Rik	178	187	161	203	134	134
Gm13553	0	0	0	0	0	0
Lhx3	0	1	0	0	0	0
Gm27196	3	3	1	1	5	3
Qsox2	62	72	61	53	54	83
Ccdc187	0	1	0	2	0	0
Gpsm1	34	59	45	62	50	64
Dnlz	95	123	116	228	253	209
Card9	12	13	15	9	19	39
Gm13562	140	175	162	158	175	196
Snapc4	181	210	203	168	191	220
Gm13563	375	492	357	449	436	522
Sdccag3	395	488	391	472	418	518
Pmpca	771	785	801	776	589	798
Inpp5e	269	409	292	313	358	343
Sec16a	1407	1476	1514	1060	856	1148
0610009E02Rik	70	86	90	101	92	103
Gm13568	0	0	0	0	0	0
Notch1	192	390	232	288	275	365
Mir6996	0	0	0	0	0	0
Gm13358	0	0	0	0	0	0
Egfl7	44	52	42	31	37	36
Gm20532	1357	1577	1167	1948	1617	1833
Mir126a	0	0	0	0	0	0
Mir126b	7	7	4	4	1	3
Agpat2	1354	1546	1127	2034	1538	1776
Fam69b	0	0	1	1	1	1
Snhg7	0	1	0	0	0	0
Snora43	0	0	0	0	0	0
Snora17	3	5	1	3	7	5
Snhg7os	0	0	0	0	0	1
Lcn4	0	0	0	0	0	0
Gm13359	0	0	0	0	0	0
Abo	0	0	0	0	0	0
Surf6	124	129	131	133	104	129
Med22	278	275	312	323	251	292
Rpl7a	700	1013	860	1099	1188	1122
Gm23969	0	0	0	0	0	0
Gm22879	0	0	0	0	0	0
Gm24134	0	0	0	0	0	0
Surf1	244	332	271	359	315	331
Surf2	196	316	161	266	338	310
Surf4	1552	1666	1538	1920	1643	1742
Stkld1	42	35	53	25	38	41
Rexo4	260	287	304	211	188	243
Adamts13	110	153	153	83	86	146
Cacfd1	280	332	282	363	328	320
Slc2a6	1	1	4	4	3	3
Gm13397	0	0	0	0	0	0
Gm13398	0	0	0	0	0	0
Mymk	0	0	0	0	0	0
Adamtsl2	60	120	101	98	158	212
Fam163b	0	1	0	2	0	3
Dbhos	0	0	0	0	0	0
Dbh	0	0	1	1	0	0
Sardh	6815	9158	8348	9058	6542	6424
Sardhos	4771	6439	5530	6354	4537	4566
Vav2	582	672	714	562	507	683
AA645442	2	1	0	3	1	5
Gm24049	1	0	0	1	0	0
Brd3os	3	3	2	8	7	12
Brd3	810	927	890	604	525	713
Mir7578	0	0	0	0	0	0
Wdr5	268	318	303	348	268	337
Gm25541	0	0	0	0	0	0
Gm13421	31	27	64	25	24	34
Rxra	3173	3407	4100	3595	2378	2683
2810430I11Rik	3	2	4	3	1	5
Col5a1	94	190	120	122	141	235
Gm13372	12	25	25	12	12	23
Fcnb	0	0	0	0	0	0
Gm13371	0	0	0	0	0	0
F730016J06Rik	0	0	0	0	0	0
Olfm1	10	27	8	26	29	36
Gm13373	1	1	0	1	2	0
Ppp1r26	1	4	1	3	4	1
1700007K13Rik	1	1	0	4	0	1
Mrps2	335	381	320	417	303	424
Rpsa-ps9	1	4	3	2	1	2
Gbgt1	1	5	13	5	3	7
Gm10134	2	2	0	2	1	1
Ralgds	12	49	16	39	49	43
Cel	0	0	0	0	0	0
Gm13381	54	70	68	75	63	73
Gtf3c5	65	72	88	96	73	69
Gm22675	0	0	0	0	0	0
Gm22824	0	0	0	0	0	0
Gfi1b	0	0	0	0	1	0
Tsc1	334	383	459	348	286	446
Spaca9	2	1	0	1	2	0
Ak8	0	0	2	2	0	1
Mir3088	0	0	0	0	0	0
Gm13385	0	0	0	0	0	0
Gm13386	0	0	0	0	0	0
Gtf3c4	319	326	339	182	107	199
Ddx31	94	60	71	79	59	100
Barhl1	1	1	1	4	12	10
Cfap77	5	3	1	3	4	1
Gm13394	0	0	0	0	0	0
Ttf1	229	253	236	148	130	189
Gm13393	0	0	0	0	0	0
Gm13396	0	0	0	0	0	0
Setx	250	227	267	186	121	204
Ntng2	51	70	49	34	36	47
6530402F18Rik	0	0	0	0	0	0
Med27	75	76	119	106	104	121
Gm13402	13	12	10	21	16	17
Gm24976	0	0	0	0	0	0
Mir133c	0	0	0	0	0	0
Gm13401	0	0	0	0	0	0
Rapgef1	683	763	842	536	433	569
Gm9823	75	67	77	53	41	49
Gm13420	1	0	1	0	0	0
Gm13547	0	1	1	0	3	1
Trub2	228	152	198	175	139	181
Coq4	90	109	64	102	110	100
Slc27a4	402	396	376	438	297	368
Urm1	85	99	105	98	117	131
Mir219a-2	0	0	0	0	0	0
Mir219b	0	0	0	0	0	0
2600006K01Rik	0	0	0	0	0	0
Cercam	2	7	1	1	4	4
Odf2	207	248	202	166	152	245
Gm23865	3	8	5	9	15	15
Gle1	258	324	315	378	249	282
Sptan1	1160	1225	1355	1093	940	1621
Mir6997	0	0	0	0	0	0
Wdr34	63	88	73	75	68	67
Set	533	612	553	694	533	603
Pkn3	19	30	27	18	25	26
Zdhhc12	58	118	72	133	160	144
Zer1	259	264	298	249	247	324
Tbc1d13	232	195	305	194	132	196
Slc39a1-ps	2	5	3	2	0	0
Endog	126	152	138	308	306	244
Spout1	141	226	167	239	311	222
Kyat1	1419	2066	2103	1187	1092	1065
1700084E18Rik	4	1	1	4	4	5
Lrrc8a	6	6	5	3	3	8
Gm28035	0	0	1	1	0	1
Phyhd1	0	0	0	0	0	0
Gm28038	128	133	140	167	132	140
Dolk	126	117	126	139	101	124
Nup188	123	134	140	88	95	166
Gm14471	27	23	31	14	12	16
Sh3glb2	195	319	262	348	413	434
Miga2	1320	1600	1352	1319	1215	1484
AL954388.1	0	0	0	0	0	0
Dolpp1	156	160	145	180	186	192
Crat	2504	2505	2691	1848	1725	1980
Gm16323	165	113	170	48	25	80
Ptpa	639	611	626	549	448	485
Ier5l	1	1	4	6	16	7
Gm14487	0	0	0	0	0	0
Cstad	0	2	1	1	1	1
9330198N18Rik	13	18	12	13	8	10
Gm14486	1	3	6	0	0	4
Gm14488	0	0	0	0	0	1
Mir3089	0	0	0	0	0	0
1700001O22Rik	0	0	0	0	0	1
4930527E20Rik	0	0	0	0	0	0
Ntmt1	80	125	98	100	105	103
Asb6	83	107	82	109	100	108
Prrx2	0	1	1	0	0	0
Ptges	4	1	3	7	7	11
Gm13400	0	0	0	0	0	0
Tor1b	762	1090	770	599	621	728
Tor1a	648	713	691	674	691	765
BC005624	210	256	242	260	165	155
Usp20	99	130	89	130	145	149
Fnbp1	233	265	296	214	198	292
D330023K18Rik	15	19	18	25	11	30
Gpr107	236	254	244	230	199	193
Gm22516	0	0	0	0	0	0
Gm13405	18	31	22	17	22	19
Ncs1	4	3	3	5	6	4
Hmcn2	44	61	73	46	60	80
Ass1	10121	11138	10928	9431	8769	10965
Gm13426	0	0	0	0	0	0
Fubp3	223	180	217	183	111	249
Mir6998	0	0	0	0	0	0
Gm13425	0	0	0	0	0	0
Prdm12	0	0	0	0	0	0
Gm13424	0	0	0	0	0	0
Exosc2	119	124	124	141	119	121
Gm13427	90	98	101	118	83	92
Abl1	316	432	398	313	348	434
Qrfp	2	1	0	4	5	1
Fibcd1	0	2	0	0	0	0
Gm13441	2	2	2	0	0	1
Lamc3	31	37	26	34	24	34
Aif1l	3	8	6	6	2	5
Gm13442	1	1	0	0	0	0
Nup214	184	188	213	160	159	177
Gm13608	0	0	0	0	0	0
Gm13609	7	14	21	4	2	11
Fam78a	4	15	9	14	12	17
Gm16534	0	0	0	0	0	0
Mir7674	0	0	0	0	0	0
Plpp7	13	10	11	6	15	7
Prrc2b	588	573	652	428	366	524
Gm27805	0	0	0	0	0	0
Gm22192	0	0	0	0	0	0
Gm25632	0	0	0	0	0	0
Gm13610	127	148	137	157	143	190
Pomt1	161	181	170	175	170	202
Uck1	390	474	374	859	714	790
Gm13611	2	1	0	1	1	1
Swi5	687	886	671	1101	1143	1174
Golga2	847	935	902	1019	902	1137
Dnm1	8	6	4	19	9	15
Gm23363	0	0	0	0	0	0
Mir199b	0	0	0	0	0	0
Ciz1	298	388	378	390	417	445
1110008P14Rik	76	115	82	178	201	188
Lcn2	4	16	10	76	220	221
Ptges2	142	163	128	178	132	114
Gm13413	0	0	0	0	0	2
Slc25a25	2115	1668	2586	1627	763	1153
Naif1	48	35	42	45	33	42
Gm37169	0	1	0	0	1	0
Gm13412	0	2	0	3	2	0
Fam102a	428	639	628	774	613	783
Dpm2	69	96	72	138	179	180
9430097D07Rik	1	0	0	1	0	0
Pip5kl1	0	0	1	1	0	0
St6galnac4	7	7	13	8	12	4
Gm23369	0	0	0	0	0	0
St6galnac6	422	494	420	488	340	402
Ak1	1	3	1	3	15	22
Eng	487	750	539	512	636	683
Mir1954	0	0	0	0	0	0
AL772271.1	0	0	0	0	0	0
Gm26236	0	0	0	0	0	0
Fpgs	2474	2514	2228	2486	2223	2677
Mir8093	0	0	0	0	0	0
Cdk9	370	470	327	470	487	513
Mir2861	0	0	0	0	0	0
Mir3960	0	0	0	0	0	0
Sh2d3c	60	115	91	82	114	100
6330409D20Rik	6	11	10	8	11	9
Ttc16	220	318	194	326	441	431
Tor2a	217	300	210	386	390	411
Ptrh1	5	3	3	4	7	2
Cfap157	1	3	2	3	5	4
Stxbp1	29	57	47	40	39	38
Gm24165	0	0	0	0	0	0
Gm13524	1	2	2	0	0	1
Gm13523	0	1	1	1	0	0
Fam129b	38	51	47	83	118	143
Lrsam1	130	150	141	140	126	181
Rpl12	744	1062	854	816	963	924
Snora65	0	0	0	0	0	0
Slc2a8	62	88	61	97	93	104
Garnl3	7	6	7	7	6	10
Gm38299	0	0	0	0	0	0
Ralgps1	137	161	182	150	146	219
Gm13528	1	2	0	3	4	4
Gm23546	0	0	0	0	0	0
Angptl2	78	103	110	75	87	123
Gm13537	0	0	0	0	0	0
Gm25998	0	0	0	0	0	0
Zbtb34	58	55	63	50	38	61
Gm13536	1	1	3	0	1	0
Zbtb43	388	427	439	317	249	337
Gm13530	0	0	0	0	0	0
Lmx1b	0	0	0	0	0	0
Gm38011	0	0	0	0	0	0
C130021I20Rik	0	0	0	0	0	0
Gm13529	0	0	0	1	0	0
9430024E24Rik	0	0	0	0	0	0
Mvb12b	12	25	26	15	22	33
Nron	0	0	0	0	0	0
Gm13403	0	0	0	0	0	0
Gm13404	0	0	0	0	0	1
C230014O12Rik	0	0	0	0	2	1
Gm38389	0	0	0	0	0	1
Pbx3	25	28	27	32	23	19
C79798	1	0	0	0	0	1
Mapkap1	381	322	407	452	329	407
Gm13407	0	0	0	1	0	1
Gm13406	0	0	1	0	0	0
Gm13408	0	0	0	0	0	0
Gm13414	18	28	37	28	14	26
Gapvd1	589	657	714	536	396	648
Hspa5	4718	3320	4607	6023	3976	4074
Rabepk	82	90	80	107	81	117
Fbxw2	413	457	448	435	308	412
Gm13419	0	0	0	0	0	0
Gm34653	3	2	2	3	0	5
Psmd5	298	279	287	331	256	319
Cutal	219	282	284	334	318	384
Phf19	72	86	63	70	77	93
Gm13448	0	0	0	0	0	0
Gm24905	0	0	0	0	0	0
Traf1	5	10	1	10	19	21
Gm13450	0	0	0	0	0	0
Hc	5481	5305	7901	4169	3375	5161
Gm13449	1661	1290	2459	1052	690	1196
AI182371	2519	2913	3105	2552	1889	2230
Cntrl	1069	1044	1233	677	513	774
Rab14	1297	1193	1438	1154	736	993
Gm13605	0	0	0	0	0	0
Gsn	143	262	205	277	260	412
Gm43128	0	0	0	0	0	0
Stom	356	381	479	487	423	546
Gm13443	32	23	32	10	6	9
4930568D16Rik	0	0	0	0	0	0
4930402F06Rik	1	0	1	0	0	0
Ggta1	28	44	46	28	24	34
Gm43761	0	0	0	0	0	0
Gm13444	0	0	0	0	0	0
Gm13445	0	0	0	0	0	0
Gm35202	0	0	0	0	0	0
Gm13446	0	2	0	1	0	0
Dab2ip	110	164	130	142	150	250
Ttll11	12	14	14	12	22	30
Gm43760	0	0	0	0	0	0
9030204H09Rik	0	0	0	0	0	0
Gm10829	0	0	0	0	0	0
Ndufa8	439	631	488	839	962	895
Morn5	5	1	1	1	6	4
Gm43764	0	0	0	0	0	0
Lhx6	40	48	47	50	38	64
Gm27953	0	0	0	0	0	0
Rbm18	186	210	216	185	153	208
Mrrf	137	161	182	238	174	191
Gm13428	0	0	0	0	0	1
Gm13429	0	0	0	0	0	0
Gm13431	8	9	9	9	7	11
Ptgs1	85	115	130	90	88	102
Gm43621	17	27	13	20	15	19
Olfr334-ps1	0	0	0	0	0	0
Olfr335-ps	0	0	0	0	0	0
Olfr336-ps1	0	0	0	0	0	0
Olfr337-ps1	0	0	0	0	0	0
Olfr338	0	0	0	0	0	0
Gm13430	0	0	0	0	0	0
Olfr339	0	0	0	0	0	0
Olfr340	0	0	0	0	0	0
Olfr341	0	0	0	0	0	0
Olfr342	0	0	0	0	0	0
AL845349.1	0	0	0	0	0	0
Olfr343-ps1	0	0	0	0	0	0
Olfr344	1	0	0	0	0	0
Olfr345	0	0	0	0	0	0
Olfr346	0	0	0	0	0	0
Olfr347	0	0	0	0	0	0
Gm13438	0	0	0	0	0	0
Olfr348	0	0	0	1	0	0
Olfr50	0	0	0	0	0	0
Gm13436	11	11	9	9	10	4
Olfr3	0	0	0	0	0	0
Olfr349-ps1	0	0	0	0	0	0
Olfr350	0	0	0	0	0	0
Olfr351	0	0	0	0	0	0
Olfr352	0	0	0	1	0	0
Olfr353	0	0	0	0	0	0
Olfr354	0	0	0	0	0	0
Gm13440	0	0	0	0	0	0
Olfr355	0	0	0	0	0	0
Olfr356	0	0	0	0	0	0
Olfr357	0	0	0	0	0	0
Olfr358	0	0	0	0	0	0
Olfr359-ps1	0	0	0	0	0	0
Gm13439	0	0	0	0	0	0
Olfr360	0	0	0	0	0	0
Gm13437	0	0	0	0	0	0
Olfr361	0	0	0	0	0	0
Olfr362	0	0	0	0	0	0
Olfr363-ps	0	0	0	0	0	0
Olfr364-ps1	0	0	0	0	0	0
Olfr365	0	0	0	0	0	0
Gm13435	0	0	0	0	0	0
Olfr366	0	0	0	0	0	0
Olfr367-ps	0	0	0	0	0	0
Gm22306	0	0	0	0	0	0
Olfr368	0	0	0	0	0	0
Pdcl	140	126	148	173	104	129
Rc3h2	180	176	147	202	99	188
Snord90	0	0	0	0	0	0
Zbtb6	81	64	85	65	48	73
Zbtb26	0	0	0	0	0	0
Rabgap1	272	207	315	210	157	276
Strbp	672	620	771	559	532	670
Gm17893	0	0	0	0	0	0
Gpr21	0	0	0	0	0	0
Gm44063	0	0	0	0	0	0
Gm13543	0	0	0	0	0	0
Mir5128	0	0	0	0	0	0
Crb2	2	3	2	2	0	1
Dennd1a	299	319	349	294	309	422
Gm44283	0	0	0	0	0	0
Gm44443	0	0	1	1	0	1
Gm44291	0	0	0	0	0	0
Gm44455	0	0	0	0	0	0
Gm13556	2	2	3	4	3	5
Lhx2	28	77	49	51	36	54
Gm27197	0	0	0	0	0	1
Gm13584	10	18	12	14	17	16
Gm13589	0	0	0	0	0	0
Gm25081	0	0	0	0	0	0
Gm13588	0	0	0	0	0	0
Gm44062	3	0	1	0	0	0
Nek6	979	930	894	1241	1182	1276
Gm35808	0	0	0	0	0	0
Gm44183	0	0	0	0	0	0
Psmb7	874	877	904	1349	1227	1120
Gm13586	0	0	1	2	1	0
Gm27634	0	0	0	0	0	0
Adgrd2-ps	0	0	0	0	0	0
Gm13587	0	0	0	0	0	0
Nr5a1	0	0	0	1	0	0
Nr5a1os	0	0	0	0	0	0
Nr6a1	145	132	212	153	141	234
Gm44146	0	0	0	0	0	0
Rpl15-ps4	0	0	0	1	0	0
Nr6a1os	3	1	0	3	4	6
Mir181a-2	0	0	0	0	0	0
Gm44144	0	0	0	0	0	0
Mir181b-2	0	0	0	0	0	1
5730507A11Rik	1	0	0	0	0	2
Olfml2a	5	3	4	3	2	1
Gm13473	0	0	0	0	0	0
Gm13474	0	0	0	0	0	0
Gm13496	1	0	0	0	1	0
Wdr38	264	463	345	546	648	595
Rpl35	329	456	366	539	742	592
Arpc5l	245	288	224	352	268	314
Golga1	262	246	329	174	141	220
Gm26127	1	1	0	0	0	0
Scai	69	63	85	48	34	75
Gm18791	0	0	0	0	0	0
Gm16523	0	0	0	0	0	0
Gm44027	0	0	0	0	0	0
Ppp6c	352	312	367	362	232	318
Gm13511	0	0	0	0	0	0
Gm13504	0	0	0	0	0	0
Vmn2r-ps2	0	0	0	0	0	0
Gm13506	0	0	0	0	0	0
Gm13454	0	0	0	0	0	0
Gm13451	0	0	0	0	0	0
Gm13452	0	0	0	0	0	0
Gm43944	0	0	0	0	0	0
Gm43970	0	0	0	0	0	0
Gm13453	2	4	2	1	5	3
Gm13457	0	0	0	0	0	0
Gm13458	0	0	0	0	0	0
Gm13455	0	0	0	0	0	0
Gm24467	0	0	0	0	0	0
Gm13456	413	432	513	178	80	114
Lrp1b	4	3	3	3	2	1
Gm27348	0	0	0	0	0	0
Gm13462	0	0	0	0	0	0
Gm13460	0	0	0	0	0	0
Gm13461	0	0	0	0	0	0
Gm13463	0	0	0	0	0	0
Mir6336	0	0	0	0	0	0
Gm24350	0	0	0	0	0	0
Gm13464	0	0	1	1	0	1
Kynu	2369	1866	2558	1168	896	1531
Arhgap15	22	20	24	20	24	20
Arhgap15os	3	3	0	2	1	1
Gm22867	0	0	0	0	0	0
Gtdc1	109	116	120	113	79	138
Gm13477	2	0	1	0	0	2
Zeb2	91	137	109	120	104	175
Mir5129	0	0	0	0	0	0
Zeb2os	4	7	6	6	4	10
Gm27761	0	0	0	0	0	0
Gm27676	0	0	0	0	0	0
Gm27404	0	0	0	0	0	0
Gm27645	0	0	0	0	0	0
Gm28643	0	3	0	0	0	1
Vis1	1	1	0	0	0	0
Gm13475	0	0	0	0	0	0
Gm13479	1	0	0	0	0	0
Gm13478	0	0	0	0	0	0
1700019E08Rik	0	0	0	0	0	0
Gm13465	0	0	0	0	0	0
Gm13467	0	0	0	0	0	0
Gm13466	0	0	0	0	0	0
Gm23072	0	0	0	0	0	0
Gm13469	0	0	0	0	0	0
Gm13470	0	1	0	2	2	4
Gm25264	0	0	0	0	0	0
Gm25959	0	0	0	0	0	0
Gm13481	6	6	14	3	1	0
Gm13471	0	0	0	0	0	0
Gm13482	0	0	0	0	0	0
Gm25338	0	0	0	0	0	0
Gm13472	0	0	0	0	0	0
Gm13489	0	0	0	0	0	0
Acvr2a	277	249	261	235	145	253
Orc4	238	208	220	219	180	281
Mbd5	163	201	187	163	123	171
Gm13510	0	0	0	0	0	0
Gm13509	0	0	0	0	0	0
Gm13508	0	0	0	0	0	0
Gm25215	0	0	0	0	0	0
Epc2	104	117	137	122	90	161
Kif5c	0	2	2	12	1	1
Gm13525	0	0	0	0	0	0
Lypd6b	1	0	0	2	0	0
Gm13480	0	0	0	0	0	0
Gm25223	0	0	0	0	0	0
Lypd6	1	4	2	3	0	0
Mmadhc	643	620	686	788	577	627
Gm13483	139	111	119	98	107	119
BX649293.1	0	0	0	0	0	0
Gm13486	0	0	0	0	0	0
Gm13488	0	0	0	0	0	0
Gm13487	0	0	1	0	0	0
Gm13485	0	0	0	0	0	0
Gm13484	0	0	0	0	0	0
Gm13498	2	0	0	2	0	1
Rnd3	180	168	147	203	173	298
Gm28639	0	0	0	0	0	0
Gm13500	0	0	0	0	0	0
Gm13497	0	0	0	0	0	0
Gm13499	0	0	0	0	0	0
